SEASON_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
42021,203110,Draymond Green,1610612744,GSW,Golden State Warriors,0042100406,2022-06-16,GSW @ BOS,W,42,12,5,10,0.5,2,5,0.4,0,0,,4,8,12,8,2,2,5,1,16
42021,1629752,Juwan Morgan,1610612738,BOS,Boston Celtics,0042100406,2022-06-16,BOS vs. GSW,L,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
42021,1630174,Aaron Nesmith,1610612738,BOS,Boston Celtics,0042100406,2022-06-16,BOS vs. GSW,L,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,-2
42021,1630202,Payton Pritchard,1610612738,BOS,Boston Celtics,0042100406,2022-06-16,BOS vs. GSW,L,8,0,0,2,0.0,0,2,0.0,0,0,,1,0,1,1,0,0,1,0,-20
42021,1630573,Sam Hauser,1610612738,BOS,Boston Celtics,0042100406,2022-06-16,BOS vs. GSW,L,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,-2
42021,202691,Klay Thompson,1610612744,GSW,Golden State Warriors,0042100406,2022-06-16,GSW @ BOS,W,41,12,5,20,0.25,2,8,0.25,0,0,,0,5,5,2,2,0,3,3,4
42021,1628369,Jayson Tatum,1610612738,BOS,Boston Celtics,0042100406,2022-06-16,BOS vs. GSW,L,40,13,6,18,0.333,1,4,0.25,0,0,,0,3,3,7,3,1,5,3,-2
42021,203935,Marcus Smart,1610612738,BOS,Boston Celtics,0042100406,2022-06-16,BOS vs. GSW,L,38,9,4,12,0.333,1,2,0.5,0,0,,1,5,6,9,2,0,3,5,7
42021,203952,Andrew Wiggins,1610612744,GSW,Golden State Warriors,0042100406,2022-06-16,GSW @ BOS,W,44,18,7,18,0.389,4,9,0.444,0,0,,3,3,6,5,4,3,3,0,5
42021,1627759,Jaylen Brown,1610612738,BOS,Boston Celtics,0042100406,2022-06-16,BOS vs. GSW,L,44,34,12,23,0.522,5,11,0.455,5,6,0.833,1,6,7,3,1,0,5,2,1
42021,1627780,Gary Payton II,1610612744,GSW,Golden State Warriors,0042100406,2022-06-16,GSW @ BOS,W,20,6,2,6,0.333,0,2,0.0,2,2,1.0,1,2,3,2,3,1,1,5,18
42021,1628401,Derrick White,1610612738,BOS,Boston Celtics,0042100406,2022-06-16,BOS vs. GSW,L,16,2,1,6,0.167,0,2,0.0,0,0,,0,1,1,2,0,0,1,1,-26
42021,1629057,Robert Williams III,1610612738,BOS,Boston Celtics,0042100406,2022-06-16,BOS vs. GSW,L,33,10,4,8,0.5,0,0,,2,2,1.0,5,2,7,2,0,5,2,2,-1
42021,1629673,Jordan Poole,1610612744,GSW,Golden State Warriors,0042100406,2022-06-16,GSW @ BOS,W,18,15,5,12,0.417,3,8,0.375,2,2,1.0,1,2,3,2,0,0,0,3,11
42021,1629684,Grant Williams,1610612738,BOS,Boston Celtics,0042100406,2022-06-16,BOS vs. GSW,L,16,3,1,2,0.5,0,1,0.0,1,1,1.0,0,1,1,1,0,1,1,1,-18
42021,1626172,Kevon Looney,1610612744,GSW,Golden State Warriors,0042100406,2022-06-16,GSW @ BOS,W,22,0,0,2,0.0,0,0,,0,0,,6,1,7,1,0,0,1,4,0
42021,203917,Nik Stauskas,1610612738,BOS,Boston Celtics,0042100406,2022-06-16,BOS vs. GSW,L,1,0,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,-2
42021,203490,Otto Porter Jr.,1610612744,GSW,Golden State Warriors,0042100406,2022-06-16,GSW @ BOS,W,13,6,2,3,0.667,2,3,0.667,0,0,,0,1,1,0,0,0,0,0,3
42021,201939,Stephen Curry,1610612744,GSW,Golden State Warriors,0042100406,2022-06-16,GSW @ BOS,W,40,34,12,21,0.571,6,11,0.545,4,4,1.0,0,7,7,7,2,1,2,4,8
42021,201143,Al Horford,1610612738,BOS,Boston Celtics,0042100406,2022-06-16,BOS vs. GSW,L,39,19,6,8,0.75,4,5,0.8,3,3,1.0,3,11,14,2,2,1,3,1,2
42021,2738,Andre Iguodala,1610612744,GSW,Golden State Warriors,0042100406,2022-06-16,GSW @ BOS,W,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
42021,1628436,Luke Kornet,1610612738,BOS,Boston Celtics,0042100406,2022-06-16,BOS vs. GSW,L,1,0,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,0,-2
42021,1627759,Jaylen Brown,1610612738,BOS,Boston Celtics,0042100405,2022-06-13,BOS @ GSW,L,44,18,5,18,0.278,0,5,0.0,8,10,0.8,3,6,9,4,1,0,5,2,-19
42021,1628369,Jayson Tatum,1610612738,BOS,Boston Celtics,0042100405,2022-06-13,BOS @ GSW,L,44,27,10,20,0.5,5,9,0.556,2,6,0.333,0,10,10,4,0,0,4,3,-13
42021,1628401,Derrick White,1610612738,BOS,Boston Celtics,0042100405,2022-06-13,BOS @ GSW,L,21,1,0,4,0.0,0,3,0.0,1,2,0.5,0,1,1,3,1,0,0,1,-13
42021,1629673,Jordan Poole,1610612744,GSW,Golden State Warriors,0042100405,2022-06-13,GSW vs. BOS,W,14,14,4,8,0.5,3,6,0.5,3,3,1.0,0,0,0,0,0,0,1,1,2
42021,1629684,Grant Williams,1610612738,BOS,Boston Celtics,0042100405,2022-06-13,BOS @ GSW,L,16,3,1,2,0.5,0,1,0.0,1,1,1.0,0,3,3,1,0,2,2,3,-18
42021,1629752,Juwan Morgan,1610612738,BOS,Boston Celtics,0042100405,2022-06-13,BOS @ GSW,L,1,0,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,6
42021,1630174,Aaron Nesmith,1610612738,BOS,Boston Celtics,0042100405,2022-06-13,BOS @ GSW,L,1,3,0,1,0.0,0,1,0.0,3,4,0.75,1,0,1,0,0,0,0,0,6
42021,203110,Draymond Green,1610612744,GSW,Golden State Warriors,0042100405,2022-06-13,GSW vs. BOS,W,35,8,3,6,0.5,0,2,0.0,2,2,1.0,1,6,7,6,1,0,2,6,11
42021,203952,Andrew Wiggins,1610612744,GSW,Golden State Warriors,0042100405,2022-06-13,GSW vs. BOS,W,43,26,12,23,0.522,0,6,0.0,2,3,0.667,1,12,13,2,1,1,0,2,12
42021,201939,Stephen Curry,1610612744,GSW,Golden State Warriors,0042100405,2022-06-13,GSW vs. BOS,W,37,16,7,22,0.318,0,9,0.0,2,3,0.667,0,4,4,8,2,0,1,2,15
42021,203490,Otto Porter Jr.,1610612744,GSW,Golden State Warriors,0042100405,2022-06-13,GSW vs. BOS,W,15,2,1,3,0.333,0,2,0.0,0,0,,0,2,2,0,0,1,0,2,6
42021,1626172,Kevon Looney,1610612744,GSW,Golden State Warriors,0042100405,2022-06-13,GSW vs. BOS,W,17,2,1,2,0.5,0,0,,0,0,,1,3,4,3,0,0,1,5,12
42021,202691,Klay Thompson,1610612744,GSW,Golden State Warriors,0042100405,2022-06-13,GSW vs. BOS,W,40,21,7,14,0.5,5,11,0.455,2,2,1.0,0,3,3,2,2,0,1,4,13
42021,201143,Al Horford,1610612738,BOS,Boston Celtics,0042100405,2022-06-13,BOS @ GSW,L,33,9,3,6,0.5,2,3,0.667,1,2,0.5,1,8,9,1,0,0,2,1,-19
42021,1627780,Gary Payton II,1610612744,GSW,Golden State Warriors,0042100405,2022-06-13,GSW vs. BOS,W,26,15,6,8,0.75,1,3,0.333,2,2,1.0,1,4,5,0,3,0,0,3,16
42021,1630573,Sam Hauser,1610612738,BOS,Boston Celtics,0042100405,2022-06-13,BOS @ GSW,L,1,0,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,6
42021,1630541,Moses Moody,1610612744,GSW,Golden State Warriors,0042100405,2022-06-13,GSW vs. BOS,W,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,-6
42021,1630228,Jonathan Kuminga,1610612744,GSW,Golden State Warriors,0042100405,2022-06-13,GSW vs. BOS,W,1,0,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,0,-6
42021,1630202,Payton Pritchard,1610612738,BOS,Boston Celtics,0042100405,2022-06-13,BOS @ GSW,L,5,0,0,3,0.0,0,3,0.0,0,0,,0,1,1,0,0,0,1,0,0
42021,1629308,Juan Toscano-Anderson,1610612744,GSW,Golden State Warriors,0042100405,2022-06-13,GSW vs. BOS,W,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,-6
42021,1629057,Robert Williams III,1610612738,BOS,Boston Celtics,0042100405,2022-06-13,BOS @ GSW,L,30,10,4,5,0.8,0,0,,2,2,1.0,3,5,8,2,0,0,0,2,11
42021,1628436,Luke Kornet,1610612738,BOS,Boston Celtics,0042100405,2022-06-13,BOS @ GSW,L,1,3,1,1,1.0,1,1,1.0,0,0,,0,1,1,0,0,0,0,0,6
42021,1627814,Damion Lee,1610612744,GSW,Golden State Warriors,0042100405,2022-06-13,GSW vs. BOS,W,1,0,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,-6
42021,203935,Marcus Smart,1610612738,BOS,Boston Celtics,0042100405,2022-06-13,BOS @ GSW,L,40,20,7,15,0.467,3,6,0.5,3,4,0.75,0,3,3,2,0,0,4,4,-9
42021,203917,Nik Stauskas,1610612738,BOS,Boston Celtics,0042100405,2022-06-13,BOS @ GSW,L,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,6
42021,2738,Andre Iguodala,1610612744,GSW,Golden State Warriors,0042100405,2022-06-13,GSW vs. BOS,W,4,0,0,0,,0,0,,0,0,,0,0,0,2,0,0,0,0,-4
42021,202357,Nemanja Bjelica,1610612744,GSW,Golden State Warriors,0042100405,2022-06-13,GSW vs. BOS,W,5,0,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,-9
42021,1630202,Payton Pritchard,1610612738,BOS,Boston Celtics,0042100404,2022-06-10,BOS vs. GSW,L,10,1,0,2,0.0,0,2,0.0,1,2,0.5,0,1,1,0,0,0,1,0,0
42021,1629673,Jordan Poole,1610612744,GSW,Golden State Warriors,0042100404,2022-06-10,GSW @ BOS,W,21,14,6,13,0.462,2,7,0.286,0,0,,0,1,1,1,1,1,1,4,2
42021,1629057,Robert Williams III,1610612738,BOS,Boston Celtics,0042100404,2022-06-10,BOS vs. GSW,L,31,7,3,3,1.0,0,0,,1,2,0.5,4,8,12,4,1,2,0,0,6
42021,1628401,Derrick White,1610612738,BOS,Boston Celtics,0042100404,2022-06-10,BOS vs. GSW,L,36,16,4,12,0.333,3,5,0.6,5,5,1.0,0,1,1,1,1,0,3,0,-19
42021,1628369,Jayson Tatum,1610612738,BOS,Boston Celtics,0042100404,2022-06-10,BOS vs. GSW,L,43,23,8,23,0.348,4,8,0.5,3,5,0.6,3,8,11,6,1,3,6,3,1
42021,1627759,Jaylen Brown,1610612738,BOS,Boston Celtics,0042100404,2022-06-10,BOS vs. GSW,L,40,21,9,19,0.474,2,6,0.333,1,2,0.5,2,4,6,2,1,0,2,5,0
42021,203952,Andrew Wiggins,1610612744,GSW,Golden State Warriors,0042100404,2022-06-10,GSW @ BOS,W,43,17,7,17,0.412,2,6,0.333,1,2,0.5,3,13,16,2,1,0,2,2,20
42021,203110,Draymond Green,1610612744,GSW,Golden State Warriors,0042100404,2022-06-10,GSW @ BOS,W,33,2,1,7,0.143,0,2,0.0,0,0,,5,4,9,8,4,0,2,3,0
42021,202691,Klay Thompson,1610612744,GSW,Golden State Warriors,0042100404,2022-06-10,GSW @ BOS,W,41,18,7,17,0.412,4,10,0.4,0,0,,1,1,2,1,1,2,1,4,2
42021,202357,Nemanja Bjelica,1610612744,GSW,Golden State Warriors,0042100404,2022-06-10,GSW @ BOS,W,9,0,0,2,0.0,0,1,0.0,0,0,,0,1,1,0,1,0,1,0,-4
42021,1629684,Grant Williams,1610612738,BOS,Boston Celtics,0042100404,2022-06-10,BOS vs. GSW,L,13,3,1,2,0.5,1,2,0.5,0,0,,0,1,1,0,0,0,0,4,-10
42021,1627780,Gary Payton II,1610612744,GSW,Golden State Warriors,0042100404,2022-06-10,GSW @ BOS,W,10,5,2,3,0.667,0,1,0.0,1,2,0.5,1,3,4,1,1,1,1,1,-1
42021,1626172,Kevon Looney,1610612744,GSW,Golden State Warriors,0042100404,2022-06-10,GSW @ BOS,W,28,6,3,4,0.75,0,0,,0,0,,4,7,11,2,1,1,3,3,21
42021,203935,Marcus Smart,1610612738,BOS,Boston Celtics,0042100404,2022-06-10,BOS vs. GSW,L,40,18,7,18,0.389,3,9,0.333,1,1,1.0,2,2,4,5,4,0,2,2,-17
42021,203490,Otto Porter Jr.,1610612744,GSW,Golden State Warriors,0042100404,2022-06-10,GSW @ BOS,W,15,2,0,2,0.0,0,2,0.0,2,2,1.0,0,1,1,1,0,0,0,1,-1
42021,201939,Stephen Curry,1610612744,GSW,Golden State Warriors,0042100404,2022-06-10,GSW @ BOS,W,41,43,14,26,0.538,7,14,0.5,8,9,0.889,2,8,10,4,0,0,5,3,11
42021,201143,Al Horford,1610612738,BOS,Boston Celtics,0042100404,2022-06-10,BOS vs. GSW,L,28,8,2,6,0.333,2,6,0.333,2,2,1.0,0,6,6,4,0,1,1,3,-11
42021,201939,Stephen Curry,1610612744,GSW,Golden State Warriors,0042100403,2022-06-08,GSW @ BOS,L,37,31,12,22,0.545,6,11,0.545,1,1,1.0,0,4,4,2,2,0,3,4,-14
42021,1629752,Juwan Morgan,1610612738,BOS,Boston Celtics,0042100403,2022-06-08,BOS vs. GSW,W,2,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
42021,1630174,Aaron Nesmith,1610612738,BOS,Boston Celtics,0042100403,2022-06-08,BOS vs. GSW,W,2,0,0,1,0.0,0,0,,0,0,,0,1,1,0,0,0,0,0,0
42021,1630228,Jonathan Kuminga,1610612744,GSW,Golden State Warriors,0042100403,2022-06-08,GSW @ BOS,L,2,0,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,-2
42021,1630238,Malik Fitts,1610612738,BOS,Boston Celtics,0042100403,2022-06-08,BOS vs. GSW,W,2,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
42021,1630541,Moses Moody,1610612744,GSW,Golden State Warriors,0042100403,2022-06-08,GSW @ BOS,L,2,0,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,0,-2
42021,1630573,Sam Hauser,1610612738,BOS,Boston Celtics,0042100403,2022-06-08,BOS vs. GSW,W,2,0,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,0,0
42021,1628401,Derrick White,1610612738,BOS,Boston Celtics,0042100403,2022-06-08,BOS vs. GSW,W,24,7,3,9,0.333,0,3,0.0,1,1,1.0,0,1,1,2,1,1,1,2,-12
42021,203110,Draymond Green,1610612744,GSW,Golden State Warriors,0042100403,2022-06-08,GSW @ BOS,L,35,2,1,4,0.25,0,2,0.0,0,0,,1,3,4,3,0,1,2,6,-13
42021,203935,Marcus Smart,1610612738,BOS,Boston Celtics,0042100403,2022-06-08,BOS vs. GSW,W,39,24,8,17,0.471,3,7,0.429,5,7,0.714,2,5,7,5,0,0,5,3,19
42021,203952,Andrew Wiggins,1610612744,GSW,Golden State Warriors,0042100403,2022-06-08,GSW @ BOS,L,40,18,7,16,0.438,1,6,0.167,3,4,0.75,1,6,7,2,2,2,3,4,-16
42021,1627780,Gary Payton II,1610612744,GSW,Golden State Warriors,0042100403,2022-06-08,GSW @ BOS,L,11,2,0,2,0.0,0,0,,2,2,1.0,0,1,1,1,1,0,0,2,-13
42021,1630202,Payton Pritchard,1610612738,BOS,Boston Celtics,0042100403,2022-06-08,BOS vs. GSW,W,10,3,1,2,0.5,1,1,1.0,0,0,,0,0,0,1,0,0,1,0,15
42021,1629684,Grant Williams,1610612738,BOS,Boston Celtics,0042100403,2022-06-08,BOS vs. GSW,W,20,10,4,7,0.571,1,4,0.25,1,2,0.5,3,2,5,0,1,0,1,2,10
42021,1629673,Jordan Poole,1610612744,GSW,Golden State Warriors,0042100403,2022-06-08,GSW @ BOS,L,24,10,4,8,0.5,1,4,0.25,1,2,0.5,0,3,3,3,0,0,3,2,-6
42021,1629057,Robert Williams III,1610612738,BOS,Boston Celtics,0042100403,2022-06-08,BOS vs. GSW,W,26,8,4,5,0.8,0,0,,0,0,,3,7,10,0,3,4,0,3,21
42021,1628369,Jayson Tatum,1610612738,BOS,Boston Celtics,0042100403,2022-06-08,BOS vs. GSW,W,41,26,9,23,0.391,3,9,0.333,5,6,0.833,1,5,6,9,1,0,2,2,13
42021,1627814,Damion Lee,1610612744,GSW,Golden State Warriors,0042100403,2022-06-08,GSW @ BOS,L,2,0,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,-2
42021,1627759,Jaylen Brown,1610612738,BOS,Boston Celtics,0042100403,2022-06-08,BOS vs. GSW,W,40,27,9,16,0.563,4,8,0.5,5,6,0.833,3,6,9,5,0,1,2,2,7
42021,1626172,Kevon Looney,1610612744,GSW,Golden State Warriors,0042100403,2022-06-08,GSW @ BOS,L,17,6,3,4,0.75,0,0,,0,0,,3,4,7,3,0,0,3,3,-7
42021,203917,Nik Stauskas,1610612738,BOS,Boston Celtics,0042100403,2022-06-08,BOS vs. GSW,W,2,0,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,0
42021,203490,Otto Porter Jr.,1610612744,GSW,Golden State Warriors,0042100403,2022-06-08,GSW @ BOS,L,21,6,2,3,0.667,2,3,0.667,0,0,,1,0,1,4,1,0,1,1,4
42021,202691,Klay Thompson,1610612744,GSW,Golden State Warriors,0042100403,2022-06-08,GSW @ BOS,L,39,25,7,17,0.412,5,13,0.385,6,6,1.0,0,3,3,3,1,1,0,1,-3
42021,202357,Nemanja Bjelica,1610612744,GSW,Golden State Warriors,0042100403,2022-06-08,GSW @ BOS,L,3,0,0,1,0.0,0,0,,0,0,,0,0,0,1,0,0,0,0,-2
42021,201143,Al Horford,1610612738,BOS,Boston Celtics,0042100403,2022-06-08,BOS vs. GSW,W,30,11,5,7,0.714,1,2,0.5,0,2,0.0,3,5,8,6,1,1,0,3,7
42021,2738,Andre Iguodala,1610612744,GSW,Golden State Warriors,0042100403,2022-06-08,GSW @ BOS,L,2,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,-2
42021,1629308,Juan Toscano-Anderson,1610612744,GSW,Golden State Warriors,0042100403,2022-06-08,GSW @ BOS,L,2,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,-2
42021,203110,Draymond Green,1610612744,GSW,Golden State Warriors,0042100402,2022-06-05,GSW vs. BOS,W,35,9,2,3,0.667,0,1,0.0,5,7,0.714,0,5,5,7,1,1,1,3,7
42021,1629673,Jordan Poole,1610612744,GSW,Golden State Warriors,0042100402,2022-06-05,GSW vs. BOS,W,23,17,6,14,0.429,5,9,0.556,0,0,,0,2,2,3,2,0,3,1,7
42021,1628401,Derrick White,1610612738,BOS,Boston Celtics,0042100402,2022-06-05,BOS @ GSW,L,30,12,4,13,0.308,2,4,0.5,2,2,1.0,1,3,4,2,1,2,3,2,-17
42021,1628369,Jayson Tatum,1610612738,BOS,Boston Celtics,0042100402,2022-06-05,BOS @ GSW,L,34,28,8,19,0.421,6,9,0.667,6,8,0.75,1,5,6,3,1,0,4,2,-36
42021,1627780,Gary Payton II,1610612744,GSW,Golden State Warriors,0042100402,2022-06-05,GSW vs. BOS,W,25,7,3,3,1.0,1,1,1.0,0,2,0.0,1,2,3,3,0,0,0,2,15
42021,1627759,Jaylen Brown,1610612738,BOS,Boston Celtics,0042100402,2022-06-05,BOS @ GSW,L,28,17,5,17,0.294,3,9,0.333,4,5,0.8,0,6,6,3,0,0,2,3,-10
42021,201939,Stephen Curry,1610612744,GSW,Golden State Warriors,0042100402,2022-06-05,GSW vs. BOS,W,32,29,9,21,0.429,5,12,0.417,6,7,0.857,0,6,6,4,3,0,2,2,24
42021,203490,Otto Porter Jr.,1610612744,GSW,Golden State Warriors,0042100402,2022-06-05,GSW vs. BOS,W,15,3,1,1,1.0,1,1,1.0,0,0,,1,2,3,1,3,0,0,1,24
42021,203917,Nik Stauskas,1610612738,BOS,Boston Celtics,0042100402,2022-06-05,BOS @ GSW,L,4,3,1,2,0.5,1,2,0.5,0,0,,0,3,3,1,0,0,0,0,5
42021,203952,Andrew Wiggins,1610612744,GSW,Golden State Warriors,0042100402,2022-06-05,GSW vs. BOS,W,31,11,4,12,0.333,2,3,0.667,1,2,0.5,3,3,6,2,0,0,2,2,19
42021,1626172,Kevon Looney,1610612744,GSW,Golden State Warriors,0042100402,2022-06-05,GSW vs. BOS,W,21,12,6,6,1.0,0,0,,0,0,,1,6,7,2,3,1,0,2,24
42021,1628436,Luke Kornet,1610612738,BOS,Boston Celtics,0042100402,2022-06-05,BOS @ GSW,L,4,2,1,1,1.0,0,0,,0,0,,0,0,0,1,0,0,0,0,5
42021,1628464,Daniel Theis,1610612738,BOS,Boston Celtics,0042100402,2022-06-05,BOS @ GSW,L,14,0,0,1,0.0,0,1,0.0,0,0,,0,5,5,1,0,1,1,0,-7
42021,1629057,Robert Williams III,1610612738,BOS,Boston Celtics,0042100402,2022-06-05,BOS @ GSW,L,14,2,1,1,1.0,0,0,,0,0,,0,2,2,1,0,2,0,2,-6
42021,1629684,Grant Williams,1610612738,BOS,Boston Celtics,0042100402,2022-06-05,BOS @ GSW,L,21,6,2,2,1.0,1,1,1.0,1,2,0.5,0,1,1,1,0,1,0,3,-13
42021,1630174,Aaron Nesmith,1610612738,BOS,Boston Celtics,0042100402,2022-06-05,BOS @ GSW,L,11,4,2,4,0.5,0,2,0.0,0,0,,0,2,2,2,1,0,0,0,10
42021,203935,Marcus Smart,1610612738,BOS,Boston Celtics,0042100402,2022-06-05,BOS @ GSW,L,25,2,1,6,0.167,0,3,0.0,0,0,,0,2,2,5,1,0,5,4,-12
42021,1630228,Jonathan Kuminga,1610612744,GSW,Golden State Warriors,0042100402,2022-06-05,GSW vs. BOS,W,4,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,-5
42021,1630238,Malik Fitts,1610612738,BOS,Boston Celtics,0042100402,2022-06-05,BOS @ GSW,L,4,3,1,1,1.0,1,1,1.0,0,0,,0,0,0,0,0,0,0,0,5
42021,1630541,Moses Moody,1610612744,GSW,Golden State Warriors,0042100402,2022-06-05,GSW vs. BOS,W,6,2,1,1,1.0,0,0,,0,0,,0,0,0,0,0,0,0,0,-3
42021,1630573,Sam Hauser,1610612738,BOS,Boston Celtics,0042100402,2022-06-05,BOS @ GSW,L,6,3,1,2,0.5,1,2,0.5,0,0,,0,0,0,1,0,0,0,0,3
42021,1627814,Damion Lee,1610612744,GSW,Golden State Warriors,0042100402,2022-06-05,GSW vs. BOS,W,4,0,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,-5
42021,1629308,Juan Toscano-Anderson,1610612744,GSW,Golden State Warriors,0042100402,2022-06-05,GSW vs. BOS,W,4,0,0,1,0.0,0,1,0.0,0,0,,0,2,2,2,0,0,1,0,-5
42021,201143,Al Horford,1610612738,BOS,Boston Celtics,0042100402,2022-06-05,BOS @ GSW,L,28,2,1,4,0.25,0,0,,0,0,,2,6,8,1,0,1,2,2,-15
42021,202357,Nemanja Bjelica,1610612744,GSW,Golden State Warriors,0042100402,2022-06-05,GSW vs. BOS,W,11,6,3,4,0.75,0,0,,0,0,,0,5,5,0,1,0,1,3,-7
42021,202691,Klay Thompson,1610612744,GSW,Golden State Warriors,0042100402,2022-06-05,GSW vs. BOS,W,30,11,4,19,0.211,1,8,0.125,2,2,1.0,0,3,3,1,2,0,2,1,0
42021,1630202,Payton Pritchard,1610612738,BOS,Boston Celtics,0042100402,2022-06-05,BOS @ GSW,L,19,4,2,7,0.286,0,3,0.0,0,0,,2,2,4,2,1,0,1,0,-7
42021,203110,Draymond Green,1610612744,GSW,Golden State Warriors,0042100401,2022-06-02,GSW vs. BOS,L,38,4,2,12,0.167,0,4,0.0,0,3,0.0,3,8,11,5,2,0,3,6,-1
42021,201939,Stephen Curry,1610612744,GSW,Golden State Warriors,0042100401,2022-06-02,GSW vs. BOS,L,38,34,12,25,0.48,7,14,0.5,3,4,0.75,0,5,5,5,3,0,2,3,-9
42021,202357,Nemanja Bjelica,1610612744,GSW,Golden State Warriors,0042100401,2022-06-02,GSW vs. BOS,L,1,3,1,1,1.0,1,1,1.0,0,0,,1,0,1,0,0,0,0,0,3
42021,203917,Nik Stauskas,1610612738,BOS,Boston Celtics,0042100401,2022-06-02,BOS @ GSW,W,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,-3
42021,203952,Andrew Wiggins,1610612744,GSW,Golden State Warriors,0042100401,2022-06-02,GSW vs. BOS,L,35,20,8,15,0.533,2,7,0.286,2,2,1.0,1,4,5,0,1,3,1,3,-11
42021,1627814,Damion Lee,1610612744,GSW,Golden State Warriors,0042100401,2022-06-02,GSW vs. BOS,L,1,0,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,3
42021,1628464,Daniel Theis,1610612738,BOS,Boston Celtics,0042100401,2022-06-02,BOS @ GSW,W,6,3,1,1,1.0,1,1,1.0,0,0,,0,0,0,0,0,1,0,1,-3
42021,1629308,Juan Toscano-Anderson,1610612744,GSW,Golden State Warriors,0042100401,2022-06-02,GSW vs. BOS,L,1,0,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,3
42021,1629684,Grant Williams,1610612738,BOS,Boston Celtics,0042100401,2022-06-02,BOS @ GSW,W,16,0,0,2,0.0,0,1,0.0,0,0,,0,3,3,3,0,0,0,1,-6
42021,1630228,Jonathan Kuminga,1610612744,GSW,Golden State Warriors,0042100401,2022-06-02,GSW vs. BOS,L,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,3
42021,1630238,Malik Fitts,1610612738,BOS,Boston Celtics,0042100401,2022-06-02,BOS @ GSW,W,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,-3
42021,1630541,Moses Moody,1610612744,GSW,Golden State Warriors,0042100401,2022-06-02,GSW vs. BOS,L,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,3
42021,2738,Andre Iguodala,1610612744,GSW,Golden State Warriors,0042100401,2022-06-02,GSW vs. BOS,L,12,7,3,4,0.75,1,1,1.0,0,0,,0,0,0,3,0,0,1,3,-6
42021,202691,Klay Thompson,1610612744,GSW,Golden State Warriors,0042100401,2022-06-02,GSW vs. BOS,L,39,15,6,14,0.429,3,7,0.429,0,0,,1,1,2,3,0,0,0,0,-9
42021,1629752,Juwan Morgan,1610612738,BOS,Boston Celtics,0042100401,2022-06-02,BOS @ GSW,W,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,-3
42021,1627759,Jaylen Brown,1610612738,BOS,Boston Celtics,0042100401,2022-06-02,BOS @ GSW,W,38,24,10,23,0.435,2,8,0.25,2,2,1.0,2,5,7,5,2,1,4,1,22
42021,1626172,Kevon Looney,1610612744,GSW,Golden State Warriors,0042100401,2022-06-02,GSW vs. BOS,L,25,4,1,4,0.25,0,0,,2,2,1.0,6,3,9,5,0,3,2,0,-2
42021,203490,Otto Porter Jr.,1610612744,GSW,Golden State Warriors,0042100401,2022-06-02,GSW vs. BOS,L,24,12,4,5,0.8,4,5,0.8,0,0,,0,4,4,0,2,0,1,0,-18
42021,1630174,Aaron Nesmith,1610612738,BOS,Boston Celtics,0042100401,2022-06-02,BOS @ GSW,W,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,-3
